"I(lj1)_x","I(lj1)_y","I(lj2)_x","I(lj2)_y","I(lj21)_x","I(lj21)_y","I(lj22)_x","I(lj22)_y","I(lj23)_x","I(lj23)_y","I(lj24)_x","I(lj24)_y","I(lj25)_x","I(lj25)_y","I(lj3)_x","I(lj3)_y","I(lj4)_x","I(lj4)_y","I(lj5)_x","I(lj5)_y","I(lc)_x","I(lc)_y"
70.90964392,0.08476266678,70.90964392,0.07774100697,70.90964392,0.09438270759,70.90964392,0.07256725643,70.90964392,0.04867725588,70.90964392,0.03180480753,70.90964392,0.0204689431,70.90964392,0.04593902384,70.90964392,0.0212246098,70.90964392,0.008154973511,70.90964392,0.008,
71.09674182,0.07692681259,71.09674182,0.08371110383,71.09674182,0.09511847218,71.09674182,0.07834098729,71.09674182,0.05369338535,71.09674182,0.03504863463,71.09674182,0.02238967615,71.09674182,0.05479120417,71.09674182,0.02716986457,71.09674182,0.01148777385,71.09674182,0.008,
71.2816299,0.06618508648,71.2816299,0.08623903106,71.2816299,0.09341869606,71.2816299,0.08336788631,71.2816299,0.05890374582,71.2816299,0.03859315427,71.2816299,0.02453535911,71.2816299,0.0636252496,71.2816299,0.03384550091,71.2816299,0.01536253267,71.2816299,0.008,
71.47466829,0.05369023477,71.47466829,0.08442373947,71.47466829,0.08920454081,71.47466829,0.08744784631,71.47466829,0.06446857752,71.47466829,0.04264354043,71.47466829,0.02705251257,71.47466829,0.07215091821,71.47466829,0.04157952765,71.47466829,0.02007659064,71.47466829,0.008,
71.67492067,0.04131240072,71.67492067,0.07772456439,71.67492067,0.08276721971,71.67492067,0.08994739112,71.67492067,0.07015067195,71.67492067,0.04719181617,71.67492067,0.02997505442,71.67492067,0.07909403545,71.67492067,0.05018842095,71.67492067,0.02571773725,71.67492067,0.008,
71.87112556,0.03097937689,71.87112556,0.06747883126,71.87112556,0.07525020951,71.87112556,0.09035282637,71.87112556,0.07534682077,71.87112556,0.05193527431,71.87112556,0.03315360014,71.87112556,0.08282974679,71.87112556,0.05878581892,71.87112556,0.03197065795,71.87112556,0.008,
72.07418233,0.02259858471,72.07418233,0.05498788031,72.07418233,0.06717163343,72.07418233,0.08852861281,72.07418233,0.07998056909,72.07418233,0.05704952433,72.07418233,0.03677276589,72.07418233,0.08251746621,72.07418233,0.06717392161,72.07418233,0.03910956355,72.07418233,0.008,
72.29558285,0.0159283565,72.29558285,0.04165569609,72.29558285,0.0589852027,72.29558285,0.08420222983,72.29558285,0.08370641417,72.29558285,0.06268968199,72.29558285,0.04108816283,72.29558285,0.07708839838,72.29558285,0.07461778521,72.29558285,0.04741873072,72.29558285,0.008,
72.51227731,0.01137593549,72.51227731,0.03057442152,72.51227731,0.05215267612,72.51227731,0.07823515125,72.51227731,0.08561593305,72.51227731,0.06804203117,72.51227731,0.04565250245,72.51227731,0.06763014978,72.51227731,0.07900328664,72.51227731,0.05566280145,72.51227731,0.008,
72.73677328,0.008171138835,72.73677328,0.02182964611,72.73677328,0.04645773409,72.73677328,0.07114174248,72.73677328,0.08552343616,72.73677328,0.07310103553,72.73677328,0.05067401768,72.73677328,0.05557992752,72.73677328,0.07953357701,72.73677328,0.06366524858,72.73677328,0.008,
72.98574718,0.005870511373,72.98574718,0.01516185132,72.98574718,0.04158176639,72.98574718,0.06328793892,72.98574718,0.08298371585,72.98574718,0.07767999545,72.98574718,0.05646013366,72.98574718,0.04239663401,72.98574718,0.0750905342,72.98574718,0.07083714496,72.98574718,0.008,
73.23703423,0.004450908716,73.23703423,0.01091633118,73.23703423,0.03778557644,73.23703423,0.05617204445,73.23703423,0.07827762569,73.23703423,0.08072875745,73.23703423,0.062324675,73.23703423,0.03138113409,73.23703423,0.06638871051,73.23703423,0.0751254512,73.23703423,0.008,
73.49293277,0.003584485463,73.49293277,0.008350825727,73.49293277,0.03464536009,73.49293277,0.05009230049,73.49293277,0.07207066578,73.49293277,0.08182151477,73.49293277,0.06802679324,73.49293277,0.02330419615,73.49293277,0.05543623881,73.49293277,0.07565035046,73.49293277,0.008,
73.77477699,0.002970618883,73.77477699,0.006780040158,73.77477699,0.03161056435,73.77477699,0.04465028607,73.77477699,0.06466035079,73.77477699,0.080478209,73.77477699,0.07351271527,73.77477699,0.01769549611,73.77477699,0.04384791244,73.77477699,0.07179252834,73.77477699,0.008,
74.09356927,0.002408083816,74.09356927,0.005795407905,74.09356927,0.02836659939,74.09356927,0.03958372826,74.09356927,0.0566366959,74.09356927,0.07603916185,74.09356927,0.07793962747,74.09356927,0.01423270836,74.09356927,0.03376753245,74.09356927,0.06359068198,74.09356927,0.008,
74.41044031,0.001848019282,74.41044031,0.00509721127,74.41044031,0.02521490124,74.41044031,0.03518152516,74.41044031,0.04953458559,74.41044031,0.06940671321,74.41044031,0.07966835478,74.41044031,0.01252160591,74.41044031,0.02741831324,74.41044031,0.05415970469,74.41044031,0.008,
74.72709561,0.001271250451,74.72709561,0.004387020358,74.72709561,0.02218927753,74.72709561,0.03110594103,74.72709561,0.04331548812,74.72709561,0.06167922977,74.72709561,0.07820182917,74.72709561,0.01155808551,74.72709561,0.0239089343,74.72709561,0.04587081797,74.72709561,0.008,
75.03883903,0.0007191146438,75.03883903,0.003594896724,75.03883903,0.01946333796,75.03883903,0.02733853327,75.03883903,0.03788350175,75.03883903,0.05396890808,75.03883903,0.07369598889,75.03883903,0.01074011064,75.03883903,0.02208230077,75.03883903,0.04001920034,75.03883903,0.008,
75.3386871,0.0002299159928,75.3386871,0.002781487046,75.3386871,0.01719815406,75.3386871,0.02402125129,75.3386871,0.0331968865,75.3386871,0.0470429156,75.3386871,0.06716628258,75.3386871,0.009816800849,75.3386871,0.02098451059,75.3386871,0.03660473238,75.3386871,0.008,
75.59734822,-0.000152388613,75.59734822,0.002091608,75.59734822,0.01558100351,75.59734822,0.02149269184,75.59734822,0.02956958077,75.59734822,0.04165425825,75.59734822,0.0605570537,75.59734822,0.008886076785,75.59734822,0.02016211285,75.59734822,0.03500027566,75.59734822,0.008,
75.84441248,-0.0004853027799,75.84441248,0.001483733714,75.84441248,0.0143436341,75.84441248,0.01943298325,75.84441248,0.02649667623,75.84441248,0.037063831,75.84441248,0.05404694094,75.84441248,0.007939250392,75.84441248,0.01931964911,75.84441248,0.03416935532,75.84441248,0.008,
76.10468848,-0.0008051642048,76.10468848,0.0009276048161,76.10468848,0.01335316017,76.10468848,0.01767780033,76.10468848,0.02371699685,76.10468848,0.03281855286,76.10468848,0.04750965323,76.10468848,0.006976386512,76.10468848,0.01832785605,76.10468848,0.0335924558,76.10468848,0.008,
76.40033234,-0.00112805437,76.40033234,0.0004196413828,76.40033234,0.01257141705,76.40033234,0.01619166298,76.40033234,0.02115667429,76.40033234,0.02871800547,76.40033234,0.04087501346,76.40033234,0.00603935992,76.40033234,0.01713593899,76.40033234,0.03292726318,76.40033234,0.008,
76.70628667,-0.001406200965,76.70628667,3.161138646e-05,76.70628667,0.01207149782,76.70628667,0.0151489643,76.70628667,0.01914605249,76.70628667,0.02525298604,76.70628667,0.0350547964,76.70628667,0.005317118078,76.70628667,0.01597165033,76.70628667,0.03207006396,76.70628667,0.008,
77.00856804,-0.001611493592,77.00856804,-0.0002304210956,77.00856804,0.01180272792,77.00856804,0.0145028195,77.00856804,0.01771346944,77.00856804,0.02255281218,77.00856804,0.03035050184,77.00856804,0.004859916178,77.00856804,0.01503146381,77.00856804,0.03109917304,77.00856804,0.008,
77.32832884,-0.001743134587,77.32832884,-0.0004010211488,77.32832884,0.01167173964,77.32832884,0.01409955787,77.32832884,0.01666730237,77.32832884,0.02038640481,77.32832884,0.02642592841,77.32832884,0.004612886022,77.32832884,0.01436477181,77.32832884,0.03009889887,77.32832884,0.008,
77.66299694,-0.001786745724,77.66299694,-0.0004871292532,77.66299694,0.01161832302,77.66299694,0.0138509609,77.66299694,0.01593778508,77.66299694,0.01874899755,77.66299694,0.02333849141,77.66299694,0.004540943128,77.66299694,0.01404591457,77.66299694,0.02926853513,77.66299694,0.008,
78.01285536,-0.001743413179,78.01285536,-0.0004950058121,78.01285536,0.01158868304,78.01285536,0.01367195174,78.01285536,0.0154315852,78.01285536,0.01757372127,78.01285536,0.02103958798,78.01285536,0.004584712224,78.01285536,0.01404663396,78.01285536,0.0287621126,78.01285536,0.008,
78.41297661,-0.001616747253,78.41297661,-0.0004182508648,78.41297661,0.01154630816,78.41297661,0.01349277508,78.41297661,0.0150385878,78.41297661,0.01671140933,78.41297661,0.01930157056,78.41297661,0.004694537203,78.41297661,0.01427364909,78.41297661,0.02863113309,78.41297661,0.008,
78.84528963,-0.001440684,78.84528963,-0.0002572023008,78.84528963,0.01148579703,78.84528963,0.01331260168,78.84528963,0.01474088812,78.84528963,0.01615616699,78.84528963,0.01815561505,78.84528963,0.004825222322,78.84528963,0.01454910883,78.84528963,0.02882732721,78.84528963,0.008,
79.33105076,-0.001262532029,79.33105076,-3.458503172e-05,79.33105076,0.01141784456,79.33105076,0.01315433587,79.33105076,0.01450272011,79.33105076,0.01577743107,79.33105076,0.01735654539,79.33105076,0.004968051215,79.33105076,0.01470589079,79.33105076,0.0290942767,79.33105076,0.008,
79.80972969,-0.001156114348,79.80972969,0.0001490168143,79.80972969,0.01135546088,79.80972969,0.01305459349,79.80972969,0.01432063009,79.80972969,0.01546287747,79.80972969,0.01669364924,79.80972969,0.005101033093,79.80972969,0.01468732468,79.80972969,0.02912822589,79.80972969,0.008,
80.28024861,-0.001132040783,80.28024861,0.0002258710649,80.28024861,0.01128150082,80.28024861,0.01297145849,80.28024861,0.01412914771,80.28024861,0.01506029189,80.28024861,0.01588618023,80.28024861,0.005192048271,80.28024861,0.01458778562,80.28024861,0.02889012321,80.28024861,0.008,
80.74961387,-0.001173153015,80.74961387,0.0001737348047,80.74961387,0.01117294399,80.74961387,0.01283438995,80.74961387,0.01384869341,80.74961387,0.01447546143,80.74961387,0.01479505925,80.74961387,0.005182524948,80.74961387,0.01446802513,80.74961387,0.02850240247,80.74961387,0.008,
81.22239657,-0.001256023138,81.22239657,1.568236625e-05,81.22239657,0.01101635254,81.22239657,0.01258965705,81.22239657,0.01342218285,81.22239657,0.01369218428,81.22239657,0.01345024638,81.22239657,0.005021825055,81.22239657,0.01429340114,81.22239657,0.02808560219,81.22239657,0.008,
81.70756371,-0.001367713106,81.70756371,-0.0002043684526,81.70756371,0.01081053139,81.70756371,0.01223084715,81.70756371,0.01285058173,81.70756371,0.01277550642,81.70756371,0.01201690118,81.70756371,0.004698934351,81.70756371,0.01395556057,81.70756371,0.02762386652,81.70756371,0.008,
82.22419543,-0.0015164218,82.22419543,-0.0004639396884,82.22419543,0.01056512337,82.22419543,0.01180437773,82.22419543,0.01220828167,82.22419543,0.01185787013,82.22419543,0.01071958764,82.22419543,0.004229615175,82.22419543,0.01332616711,82.22419543,0.02692176081,82.22419543,0.008,
82.80743147,-0.001737113908,82.80743147,-0.0008046277055,82.80743147,0.01030817941,82.80743147,0.01140574833,82.80743147,0.01164244821,82.80743147,0.01112070194,82.80743147,0.009766375041,82.80743147,0.003598626745,82.80743147,0.01227780334,82.80743147,0.02562310589,82.80743147,0.008,
83.52204335,-0.00210385113,83.52204335,-0.001384928813,83.52204335,0.01010917316,83.52204335,0.01116918793,83.52204335,0.01134203005,83.52204335,0.01074325179,83.52204335,0.009260049603,83.52204335,0.0026359676,83.52204335,0.01060880651,83.52204335,0.02321627563,83.52204335,0.008,
84.50293528,-0.002784718227,84.50293528,-0.002554269945,84.50293528,0.01009017267,84.50293528,0.01119644903,84.50293528,0.01139422408,84.50293528,0.01074186338,84.50293528,0.009077843664,84.50293528,0.0007508054506,84.50293528,0.007623115624,84.50293528,0.01875034364,84.50293528,0.008,
85.58643003,-0.003779648481,85.58643003,-0.004215950382,85.58643003,0.01023762968,85.58643003,0.01135028092,85.58643003,0.01153240928,85.58643003,0.01079989082,85.58643003,0.008949988771,85.58643003,-0.002004046951,85.58643003,0.003288484174,85.58643003,0.01239859064,85.58643003,0.008,
86.40235098,-0.004651568395,86.40235098,-0.005613819753,86.40235098,0.01030086082,86.40235098,0.01138895004,86.40235098,0.0115211357,86.40235098,0.0107302206,86.40235098,0.008814156334,86.40235098,-0.004263269626,86.40235098,-0.0003170460172,86.40235098,0.006995814673,86.40235098,0.008,
87.12232679,-0.005412467008,87.12232679,-0.006823699351,87.12232679,0.01028052699,87.12232679,0.01135285186,87.12232679,0.01146192404,87.12232679,0.01065065953,87.12232679,0.00873116182,87.12232679,-0.006157392296,87.12232679,-0.003277944358,87.12232679,0.002485293899,87.12232679,0.008,
87.8423026,-0.006060103667,87.8423026,-0.007837661593,87.8423026,0.01023261956,87.8423026,0.01129774485,87.8423026,0.01141373388,87.8423026,0.01061444644,87.8423026,0.008713588842,87.8423026,-0.007725110701,87.8423026,-0.005664518041,87.8423026,-0.001127871176,87.8423026,0.008,
88.36776552,-0.006413048573,88.36776552,-0.008371400415,88.36776552,0.0102098311,88.36776552,0.01127454416,88.36776552,0.01140173662,88.36776552,0.01061880034,88.36776552,0.008730720783,88.36776552,-0.008548034611,88.36776552,-0.006916441751,88.36776552,-0.003025696601,88.36776552,0.008,
88.86574477,-0.006635142607,88.86574477,-0.008697195525,88.86574477,0.01020482849,88.86574477,0.01127375715,88.86574477,0.01140724748,88.86574477,0.01063435341,88.86574477,0.008752734175,88.86574477,-0.009053457815,88.86574477,-0.007719247949,88.86574477,-0.004301276011,88.86574477,0.008,
89.34678627,-0.006745738876,89.34678627,-0.008864310141,89.34678627,0.01021040072,89.34678627,0.01128667558,89.34678627,0.01142148226,89.34678627,0.01064961814,89.34678627,0.008768334673,89.34678627,-0.009328762056,89.34678627,-0.008211278304,89.34678627,-0.005180719364,89.34678627,0.008,
89.8472406,-0.006774516923,89.8472406,-0.008932323291,89.8472406,0.01021910872,89.8472406,0.01130244338,89.8472406,0.01143689664,89.8472406,0.01066041666,89.8472406,0.008775278403,89.8472406,-0.009479452328,89.8472406,-0.008547524397,89.8472406,-0.005881120947,89.8472406,0.008,
90.40630442,-0.006755678338,90.40630442,-0.008958247702,90.40630442,0.01022657406,90.40630442,0.01131213443,90.40630442,0.01144657586,90.40630442,0.01066497208,90.40630442,0.008774642502,90.40630442,-0.009599204747,90.40630442,-0.008854346304,90.40630442,-0.006545047783,90.40630442,0.008,
91.08107863,-0.006745496082,91.08107863,-0.009012737017,91.08107863,0.0102315245,91.08107863,0.01131175451,91.08107863,0.01144544897,91.08107863,0.01066237019,91.08107863,0.008769216983,91.08107863,-0.009776017683,91.08107863,-0.009228900483,91.08107863,-0.007242233505,91.08107863,0.008,
91.97701795,-0.006813046407,91.97701795,-0.009156394373,91.97701795,0.01023332169,91.97701795,0.01130632157,91.97701795,0.01143617438,91.97701795,0.01065446894,91.97701795,0.008763209304,91.97701795,-0.01004015792,91.97701795,-0.009664448956,91.97701795,-0.007908981534,91.97701795,0.008,
93.34132702,-0.006949326132,93.34132702,-0.009340650058,93.34132702,0.01022712984,93.34132702,0.01130222523,93.34132702,0.01143161778,93.34132702,0.01065019307,93.34132702,0.008762102792,93.34132702,-0.01027411098,93.34132702,-0.009967552301,93.34132702,-0.008324251463,93.34132702,0.008,
94.635625,-0.0069873055,94.635625,-0.009365083059,94.635625,0.01022539431,94.635625,0.0113017586,94.635625,0.01143386411,94.635625,0.01065400157,94.635625,0.008766072888,94.635625,-0.01028598629,94.635625,-0.009973345725,94.635625,-0.008352235824,94.635625,0.008,
95.91537512,-0.006955063962,95.91537512,-0.009317243811,95.91537512,0.01022675493,95.91537512,0.01130459944,95.91537512,0.01143666592,95.91537512,0.0106567608,95.91537512,0.008768743355,95.91537512,-0.01022897395,95.91537512,-0.009922894194,95.91537512,-0.008327695713,95.91537512,0.008,
98.23409467,-0.006909963915,98.23409467,-0.009275313913,98.23409467,0.01022842389,98.23409467,0.01130552813,98.23409467,0.011437092,98.23409467,0.01065673495,98.23409467,0.008768093951,98.23409467,-0.0101964434,98.23409467,-0.009902830426,98.23409467,-0.008318876236,98.23409467,0.008,
100.5528142,-0.0069228562,100.5528142,-0.009296427311,100.5528142,0.0102278094,100.5528142,0.01130422607,100.5528142,0.01143575961,100.5528142,0.01065517966,100.5528142,0.008766407234,100.5528142,-0.01022085418,100.5528142,-0.009922506309,100.5528142,-0.008326834041,100.5528142,0.008,
110.5528142,-0.006953428377,110.5528142,-0.009324489572,110.5528142,0.01022712717,110.5528142,0.01130369124,110.5528142,0.01143518724,110.5528142,0.01065473947,110.5528142,0.008766294448,110.5528142,-0.01024217867,110.5528142,-0.009933187906,110.5528142,-0.008321283973,110.5528142,0.008,
120.5528142,-0.006935146948,120.5528142,-0.009304076729,120.5528142,0.01022740046,120.5528142,0.01130441658,120.5528142,0.01143611425,120.5528142,0.01065571641,120.5528142,0.008767220393,120.5528142,-0.01022318179,120.5528142,-0.009920476904,120.5528142,-0.008320731984,120.5528142,0.008,
130.5528142,-0.006932324522,130.5528142,-0.009302659451,130.5528142,0.01022747543,130.5528142,0.01130439731,130.5528142,0.01143603702,130.5528142,0.0106555862,130.5528142,0.008767040799,130.5528142,-0.01022335368,130.5528142,-0.009922337071,130.5528142,-0.008324489158,130.5528142,0.008,
140.5528142,-0.00693391976,140.5528142,-0.0093042476,140.5528142,0.01022748012,140.5528142,0.01130435277,140.5528142,0.01143595901,140.5528142,0.01065549027,140.5528142,0.008766939233,140.5528142,-0.01022459345,140.5528142,-0.00992281739,140.5528142,-0.008323796049,140.5528142,0.008,
150.5528142,-0.006933885555,150.5528142,-0.009304049642,150.5528142,0.0102274739,150.5528142,0.01130435953,150.5528142,0.01143597536,150.5528142,0.01065551355,150.5528142,0.008766967717,150.5528142,-0.01022425046,150.5528142,-0.009922354133,150.5528142,-0.008323232796,150.5528142,0.008,
160.5528142,-0.006933709738,160.5528142,-0.009303908986,160.5528142,0.01022747231,160.5528142,0.01130436153,160.5528142,0.01143598003,160.5528142,0.0106555198,160.5528142,0.008766974585,160.5528142,-0.01022417112,160.5528142,-0.009922363277,160.5528142,-0.008323350723,160.5528142,0.008,
170.5528142,-0.0069337269,170.5528142,-0.00930394296,170.5528142,0.01022747368,170.5528142,0.01130436093,170.5528142,0.0114359778,170.5528142,0.01065551631,170.5528142,0.008766970094,170.5528142,-0.01022421757,170.5528142,-0.009922417414,170.5528142,-0.008323408738,170.5528142,0.008,
180.5528142,-0.006933741167,180.5528142,-0.00930395121,180.5528142,0.01022747399,180.5528142,0.011304361,180.5528142,0.01143597769,180.5528142,0.01065551608,180.5528142,0.008766969811,180.5528142,-0.01022421866,180.5528142,-0.009922410516,180.5528142,-0.008323394059,180.5528142,0.008,
190.5528142,-0.006933737602,190.5528142,-0.009303946552,190.5528142,0.01022747376,190.5528142,0.01130436102,190.5528142,0.01143597793,190.5528142,0.01065551649,190.5528142,0.008766970372,190.5528142,-0.01022421347,190.5528142,-0.009922405375,190.5528142,-0.008323389467,190.5528142,0.008,
200.5528142,-0.006933736301,200.5528142,-0.00930394607,200.5528142,0.01022747374,200.5528142,0.011304361,200.5528142,0.0114359779,200.5528142,0.01065551646,200.5528142,0.008766970335,200.5528142,-0.01022421377,200.5528142,-0.009922406374,200.5528142,-0.008323390973,200.5528142,0.008,
210.5528142,-0.006933736752,210.5528142,-0.009303946537,210.5528142,0.01022747378,210.5528142,0.011304361,210.5528142,0.01143597788,210.5528142,0.01065551642,210.5528142,0.00876697027,210.5528142,-0.0102242142,210.5528142,-0.009922406714,210.5528142,-0.008323391167,210.5528142,0.008,
220.5528142,-0.006933736862,220.5528142,-0.009303946556,220.5528142,0.01022747378,220.5528142,0.01130436101,220.5528142,0.01143597789,220.5528142,0.01065551643,220.5528142,0.008766970282,220.5528142,-0.01022421414,220.5528142,-0.009922406603,220.5528142,-0.008323391033,220.5528142,0.008,
230.5528142,-0.006933736806,230.5528142,-0.009303946512,230.5528142,0.01022747377,230.5528142,0.01130436101,230.5528142,0.01143597789,230.5528142,0.01065551643,230.5528142,0.008766970289,230.5528142,-0.01022421412,230.5528142,-0.009922406596,230.5528142,-0.008323391051,230.5528142,0.008,
240.5528142,-0.006933736795,240.5528142,-0.009303946511,240.5528142,0.01022747377,240.5528142,0.01130436101,240.5528142,0.01143597789,240.5528142,0.01065551643,240.5528142,0.008766970286,240.5528142,-0.01022421412,240.5528142,-0.009922406605,240.5528142,-0.00832339106,240.5528142,0.008,
250.5528142,-0.006933736802,250.5528142,-0.009303946514,250.5528142,0.01022747377,250.5528142,0.01130436101,250.5528142,0.01143597789,250.5528142,0.01065551643,250.5528142,0.008766970286,250.5528142,-0.01022421412,250.5528142,-0.009922406602,250.5528142,-0.008323391054,250.5528142,0.008,
260.5528142,-0.006933736803,260.5528142,-0.009303946515,260.5528142,0.01022747377,260.5528142,0.01130436101,260.5528142,0.01143597789,260.5528142,0.01065551643,260.5528142,0.008766970286,260.5528142,-0.01022421412,260.5528142,-0.009922406602,260.5528142,-0.008323391054,260.5528142,0.008,
270.5528142,-0.006933736802,270.5528142,-0.009303946514,270.5528142,0.01022747377,270.5528142,0.01130436101,270.5528142,0.01143597789,270.5528142,0.01065551643,270.5528142,0.008766970286,270.5528142,-0.01022421412,270.5528142,-0.009922406602,270.5528142,-0.008323391055,270.5528142,0.008,
280.5528142,-0.006933736802,280.5528142,-0.009303946514,280.5528142,0.01022747377,280.5528142,0.01130436101,280.5528142,0.01143597789,280.5528142,0.01065551643,280.5528142,0.008766970286,280.5528142,-0.01022421412,280.5528142,-0.009922406602,280.5528142,-0.008323391055,280.5528142,0.008,
290.5528142,-0.006933736802,290.5528142,-0.009303946514,290.5528142,0.01022747377,290.5528142,0.01130436101,290.5528142,0.01143597789,290.5528142,0.01065551643,290.5528142,0.008766970286,290.5528142,-0.01022421412,290.5528142,-0.009922406602,290.5528142,-0.008323391055,290.5528142,0.008,
300.5528142,-0.006933736802,300.5528142,-0.009303946514,300.5528142,0.01022747377,300.5528142,0.01130436101,300.5528142,0.01143597789,300.5528142,0.01065551643,300.5528142,0.008766970286,300.5528142,-0.01022421412,300.5528142,-0.009922406602,300.5528142,-0.008323391055,300.5528142,0.008,
310.5528142,-0.006933736802,310.5528142,-0.009303946514,310.5528142,0.01022747377,310.5528142,0.01130436101,310.5528142,0.01143597789,310.5528142,0.01065551643,310.5528142,0.008766970286,310.5528142,-0.01022421412,310.5528142,-0.009922406602,310.5528142,-0.008323391055,310.5528142,0.008,
320.5528142,-0.006933736802,320.5528142,-0.009303946514,320.5528142,0.01022747377,320.5528142,0.01130436101,320.5528142,0.01143597789,320.5528142,0.01065551643,320.5528142,0.008766970286,320.5528142,-0.01022421412,320.5528142,-0.009922406602,320.5528142,-0.008323391055,320.5528142,0.008,
330.5528142,-0.006933736802,330.5528142,-0.009303946514,330.5528142,0.01022747377,330.5528142,0.01130436101,330.5528142,0.01143597789,330.5528142,0.01065551643,330.5528142,0.008766970286,330.5528142,-0.01022421412,330.5528142,-0.009922406602,330.5528142,-0.008323391055,330.5528142,0.008,
340.5528142,-0.006933736802,340.5528142,-0.009303946514,340.5528142,0.01022747377,340.5528142,0.01130436101,340.5528142,0.01143597789,340.5528142,0.01065551643,340.5528142,0.008766970286,340.5528142,-0.01022421412,340.5528142,-0.009922406602,340.5528142,-0.008323391055,340.5528142,0.008,
350.5528142,-0.006933736802,350.5528142,-0.009303946514,350.5528142,0.01022747377,350.5528142,0.01130436101,350.5528142,0.01143597789,350.5528142,0.01065551643,350.5528142,0.008766970286,350.5528142,-0.01022421412,350.5528142,-0.009922406602,350.5528142,-0.008323391055,350.5528142,0.008,
360.5528142,-0.006933736802,360.5528142,-0.009303946514,360.5528142,0.01022747377,360.5528142,0.01130436101,360.5528142,0.01143597789,360.5528142,0.01065551643,360.5528142,0.008766970286,360.5528142,-0.01022421412,360.5528142,-0.009922406602,360.5528142,-0.008323391055,360.5528142,0.008,
370.5528142,-0.006933736802,370.5528142,-0.009303946514,370.5528142,0.01022747377,370.5528142,0.01130436101,370.5528142,0.01143597789,370.5528142,0.01065551643,370.5528142,0.008766970286,370.5528142,-0.01022421412,370.5528142,-0.009922406602,370.5528142,-0.008323391055,370.5528142,0.008,
380.5528142,-0.006933736802,380.5528142,-0.009303946514,380.5528142,0.01022747377,380.5528142,0.01130436101,380.5528142,0.01143597789,380.5528142,0.01065551643,380.5528142,0.008766970286,380.5528142,-0.01022421412,380.5528142,-0.009922406602,380.5528142,-0.008323391055,380.5528142,0.008,
390.5528142,-0.006933736802,390.5528142,-0.009303946514,390.5528142,0.01022747377,390.5528142,0.01130436101,390.5528142,0.01143597789,390.5528142,0.01065551643,390.5528142,0.008766970286,390.5528142,-0.01022421412,390.5528142,-0.009922406602,390.5528142,-0.008323391055,390.5528142,0.008,
400.5528142,-0.006933736802,400.5528142,-0.009303946514,400.5528142,0.01022747377,400.5528142,0.01130436101,400.5528142,0.01143597789,400.5528142,0.01065551643,400.5528142,0.008766970286,400.5528142,-0.01022421412,400.5528142,-0.009922406602,400.5528142,-0.008323391055,400.5528142,0.008,
