"frequency";"r dbJPM";"i dbJPM"
4.78635e+09;-1.86593e-06;0
4.7865e+09;-1.86047e-06;0
4.78665e+09;-1.85506e-06;0
4.7868e+09;-1.84968e-06;0
4.78695e+09;-1.84434e-06;0
4.7871e+09;-1.83904e-06;0
4.78725e+09;-1.83378e-06;0
4.7874e+09;-1.82855e-06;0
4.78755e+09;-1.82336e-06;0
4.7877e+09;-1.81821e-06;0
4.78785e+09;-1.8131e-06;0
4.788e+09;-1.80801e-06;0
4.78815e+09;-1.80297e-06;0
4.7883e+09;-1.79796e-06;0
4.78845e+09;-1.79298e-06;0
4.7886e+09;-1.78804e-06;0
4.78875e+09;-1.78314e-06;0
4.7889e+09;-1.77827e-06;0
4.78905e+09;-1.77343e-06;0
4.7892e+09;-1.76862e-06;0
4.78935e+09;-1.76385e-06;0
4.7895e+09;-1.75911e-06;0
4.78965e+09;-1.7544e-06;0
4.7898e+09;-1.74973e-06;0
4.78995e+09;-1.74509e-06;0
4.7901e+09;-1.74047e-06;0
4.79025e+09;-1.7359e-06;0
4.7904e+09;-1.73135e-06;0
4.79055e+09;-1.72683e-06;0
4.7907e+09;-1.72234e-06;0
4.79085e+09;-1.71789e-06;0
4.791e+09;-1.71346e-06;0
4.79115e+09;-1.70906e-06;0
4.7913e+09;-1.70469e-06;0
4.79145e+09;-1.70036e-06;0
4.7916e+09;-1.69605e-06;0
4.79175e+09;-1.69177e-06;0
4.7919e+09;-1.68752e-06;0
4.79205e+09;-1.68329e-06;0
4.7922e+09;-1.6791e-06;0
4.79235e+09;-1.67493e-06;0
4.7925e+09;-1.67079e-06;0
4.79265e+09;-1.66668e-06;0
4.7928e+09;-1.66259e-06;0
4.79295e+09;-1.65854e-06;0
4.7931e+09;-1.6545e-06;0
4.79325e+09;-1.6505e-06;0
4.7934e+09;-1.64652e-06;0
4.79355e+09;-1.64257e-06;0
4.7937e+09;-1.63864e-06;0
4.79385e+09;-1.63474e-06;0
4.794e+09;-1.63086e-06;0
4.79415e+09;-1.62701e-06;0
4.7943e+09;-1.62319e-06;0
4.79445e+09;-1.61939e-06;0
4.7946e+09;-1.61561e-06;0
4.79475e+09;-1.61186e-06;0
4.7949e+09;-1.60813e-06;0
4.79505e+09;-1.60443e-06;0
4.7952e+09;-1.60075e-06;0
4.79535e+09;-1.59709e-06;0
4.7955e+09;-1.59346e-06;0
4.79565e+09;-1.58985e-06;0
4.7958e+09;-1.58626e-06;0
4.79595e+09;-1.5827e-06;0
4.7961e+09;-1.57916e-06;0
4.79625e+09;-1.57564e-06;0
4.7964e+09;-1.57215e-06;0
4.79655e+09;-1.56867e-06;0
4.7967e+09;-1.56522e-06;0
4.79685e+09;-1.56179e-06;0
4.797e+09;-1.55838e-06;0
4.79715e+09;-1.555e-06;0
4.7973e+09;-1.55163e-06;0
4.79745e+09;-1.54829e-06;0
4.7976e+09;-1.54496e-06;0
4.79775e+09;-1.54166e-06;0
4.7979e+09;-1.53838e-06;0
4.79805e+09;-1.53512e-06;0
4.7982e+09;-1.53188e-06;0
4.79835e+09;-1.52866e-06;0
4.7985e+09;-1.52546e-06;0
4.79865e+09;-1.52227e-06;0
4.7988e+09;-1.51911e-06;0
4.79895e+09;-1.51597e-06;0
4.7991e+09;-1.51285e-06;0
4.79925e+09;-1.50975e-06;0
4.7994e+09;-1.50666e-06;0
4.79955e+09;-1.5036e-06;0
4.7997e+09;-1.50055e-06;0
4.79985e+09;-1.49752e-06;0
4.8e+09;-1.49452e-06;0
4.80015e+09;-1.49152e-06;0
4.8003e+09;-1.48855e-06;0
4.80045e+09;-1.4856e-06;0
4.8006e+09;-1.48266e-06;0
4.80075e+09;-1.47974e-06;0
4.8009e+09;-1.47684e-06;0
4.80105e+09;-1.47396e-06;0
4.8012e+09;-1.4711e-06;0
4.80135e+09;-1.46825e-06;0
4.8015e+09;-1.46542e-06;0
4.80165e+09;-1.4626e-06;0
4.8018e+09;-1.45981e-06;0
4.80195e+09;-1.45703e-06;0
4.8021e+09;-1.45426e-06;0
4.80225e+09;-1.45152e-06;0
4.8024e+09;-1.44879e-06;0
4.80255e+09;-1.44607e-06;0
4.8027e+09;-1.44338e-06;0
4.80285e+09;-1.4407e-06;0
4.803e+09;-1.43803e-06;0
4.80315e+09;-1.43538e-06;0
4.8033e+09;-1.43275e-06;0
4.80345e+09;-1.43013e-06;0
4.8036e+09;-1.42753e-06;0
4.80375e+09;-1.42494e-06;0
4.8039e+09;-1.42237e-06;0
4.80405e+09;-1.41981e-06;0
4.8042e+09;-1.41727e-06;0
4.80435e+09;-1.41474e-06;0
4.8045e+09;-1.41223e-06;0
4.80465e+09;-1.40974e-06;0
4.8048e+09;-1.40725e-06;0
4.80495e+09;-1.40479e-06;0
4.8051e+09;-1.40233e-06;0
4.80525e+09;-1.39989e-06;0
4.8054e+09;-1.39747e-06;0
4.80555e+09;-1.39506e-06;0
4.8057e+09;-1.39266e-06;0
4.80585e+09;-1.39028e-06;0
4.806e+09;-1.38791e-06;0
4.80615e+09;-1.38556e-06;0
4.8063e+09;-1.38322e-06;0
4.80645e+09;-1.38089e-06;0
4.8066e+09;-1.37858e-06;0
4.80675e+09;-1.37628e-06;0
4.8069e+09;-1.37399e-06;0
4.80705e+09;-1.37172e-06;0
4.8072e+09;-1.36946e-06;0
4.80735e+09;-1.36721e-06;0
4.8075e+09;-1.36497e-06;0
4.80765e+09;-1.36275e-06;0
4.8078e+09;-1.36054e-06;0
4.80795e+09;-1.35835e-06;0
4.8081e+09;-1.35616e-06;0
4.80825e+09;-1.35399e-06;0
4.8084e+09;-1.35183e-06;0
4.80855e+09;-1.34969e-06;0
4.8087e+09;-1.34755e-06;0
4.80885e+09;-1.34543e-06;0
4.809e+09;-1.34332e-06;0
4.80915e+09;-1.34122e-06;0
4.8093e+09;-1.33914e-06;0
4.80945e+09;-1.33706e-06;0
4.8096e+09;-1.335e-06;0
4.80975e+09;-1.33295e-06;0
4.8099e+09;-1.33091e-06;0
4.81005e+09;-1.32888e-06;0
4.8102e+09;-1.32687e-06;0
4.81035e+09;-1.32486e-06;0
4.8105e+09;-1.32287e-06;0
4.81065e+09;-1.32089e-06;0
4.8108e+09;-1.31892e-06;0
4.81095e+09;-1.31696e-06;0
4.8111e+09;-1.31501e-06;0
4.81125e+09;-1.31307e-06;0
4.8114e+09;-1.31114e-06;0
4.81155e+09;-1.30923e-06;0
4.8117e+09;-1.30732e-06;0
4.81185e+09;-1.30543e-06;0
4.812e+09;-1.30354e-06;0
4.81215e+09;-1.30167e-06;0
4.8123e+09;-1.29981e-06;0
4.81245e+09;-1.29796e-06;0
4.8126e+09;-1.29611e-06;0
4.81275e+09;-1.29428e-06;0
4.8129e+09;-1.29246e-06;0
4.81305e+09;-1.29065e-06;0
4.8132e+09;-1.28885e-06;0
4.81335e+09;-1.28706e-06;0
4.8135e+09;-1.28527e-06;0
4.81365e+09;-1.2835e-06;0
4.8138e+09;-1.28174e-06;0
4.81395e+09;-1.27999e-06;0
4.8141e+09;-1.27825e-06;0
4.81425e+09;-1.27651e-06;0
4.8144e+09;-1.27479e-06;0
4.81455e+09;-1.27308e-06;0
4.8147e+09;-1.27137e-06;0
4.81485e+09;-1.26968e-06;0
4.815e+09;-1.26799e-06;0
4.81515e+09;-1.26631e-06;0
4.8153e+09;-1.26465e-06;0
4.81545e+09;-1.26299e-06;0
4.8156e+09;-1.26134e-06;0
4.81575e+09;-1.2597e-06;0
4.8159e+09;-1.25807e-06;0
4.81605e+09;-1.25645e-06;0
4.8162e+09;-1.25484e-06;0
4.81635e+09;-1.25323e-06;0
4.8165e+09;-1.25164e-06;0
4.81665e+09;-1.25005e-06;0
4.8168e+09;-1.24847e-06;0
4.81695e+09;-1.2469e-06;0
4.8171e+09;-1.24534e-06;0
4.81725e+09;-1.24379e-06;0
4.8174e+09;-1.24225e-06;0
4.81755e+09;-1.24071e-06;0
4.8177e+09;-1.23918e-06;0
4.81785e+09;-1.23767e-06;0
4.818e+09;-1.23616e-06;0
4.81815e+09;-1.23465e-06;0
4.8183e+09;-1.23316e-06;0
4.81845e+09;-1.23167e-06;0
4.8186e+09;-1.2302e-06;0
4.81875e+09;-1.22873e-06;0
4.8189e+09;-1.22726e-06;0
4.81905e+09;-1.22581e-06;0
4.8192e+09;-1.22436e-06;0
4.81935e+09;-1.22293e-06;0
4.8195e+09;-1.2215e-06;0
4.81965e+09;-1.22007e-06;0
4.8198e+09;-1.21866e-06;0
4.81995e+09;-1.21725e-06;0
4.8201e+09;-1.21585e-06;0
4.82025e+09;-1.21446e-06;0
4.8204e+09;-1.21307e-06;0
4.82055e+09;-1.2117e-06;0
4.8207e+09;-1.21033e-06;0
4.82085e+09;-1.20896e-06;0
4.821e+09;-1.20761e-06;0
4.82115e+09;-1.20626e-06;0
4.8213e+09;-1.20492e-06;0
4.82145e+09;-1.20359e-06;0
4.8216e+09;-1.20226e-06;0
4.82175e+09;-1.20094e-06;0
4.8219e+09;-1.19963e-06;0
4.82205e+09;-1.19832e-06;0
4.8222e+09;-1.19703e-06;0
4.82235e+09;-1.19573e-06;0
4.8225e+09;-1.19445e-06;0
4.82265e+09;-1.19317e-06;0
4.8228e+09;-1.1919e-06;0
4.82295e+09;-1.19064e-06;0
4.8231e+09;-1.18938e-06;0
4.82325e+09;-1.18813e-06;0
4.8234e+09;-1.18689e-06;0
4.82355e+09;-1.18565e-06;0
4.8237e+09;-1.18442e-06;0
4.82385e+09;-1.1832e-06;0
4.824e+09;-1.18198e-06;0
4.82415e+09;-1.18077e-06;0
4.8243e+09;-1.17957e-06;0
4.82445e+09;-1.17837e-06;0
4.8246e+09;-1.17718e-06;0
4.82475e+09;-1.17599e-06;0
4.8249e+09;-1.17482e-06;0
4.82505e+09;-1.17364e-06;0
4.8252e+09;-1.17248e-06;0
4.82535e+09;-1.17132e-06;0
4.8255e+09;-1.17016e-06;0
4.82565e+09;-1.16902e-06;0
4.8258e+09;-1.16787e-06;0
4.82595e+09;-1.16674e-06;0
4.8261e+09;-1.16561e-06;0
4.82625e+09;-1.16449e-06;0
4.8264e+09;-1.16337e-06;0
4.82655e+09;-1.16226e-06;0
4.8267e+09;-1.16115e-06;0
4.82685e+09;-1.16005e-06;0
4.827e+09;-1.15896e-06;0
4.82715e+09;-1.15787e-06;0
4.8273e+09;-1.15679e-06;0
4.82745e+09;-1.15571e-06;0
4.8276e+09;-1.15464e-06;0
4.82775e+09;-1.15358e-06;0
4.8279e+09;-1.15252e-06;0
4.82805e+09;-1.15147e-06;0
4.8282e+09;-1.15042e-06;0
4.82835e+09;-1.14938e-06;0
4.8285e+09;-1.14834e-06;0
4.82865e+09;-1.14731e-06;0
4.8288e+09;-1.14628e-06;0
4.82895e+09;-1.14526e-06;0
4.8291e+09;-1.14425e-06;0
4.82925e+09;-1.14324e-06;0
4.8294e+09;-1.14223e-06;0
4.82955e+09;-1.14123e-06;0
4.8297e+09;-1.14024e-06;0
4.82985e+09;-1.13925e-06;0
4.83e+09;-1.13827e-06;0
4.83015e+09;-1.13729e-06;0
4.8303e+09;-1.13632e-06;0
4.83045e+09;-1.13535e-06;0
4.8306e+09;-1.13439e-06;0
4.83075e+09;-1.13343e-06;0
4.8309e+09;-1.13248e-06;0
4.83105e+09;-1.13153e-06;0
4.8312e+09;-1.13059e-06;0
4.83135e+09;-1.12965e-06;0
4.8315e+09;-1.12872e-06;0
4.83165e+09;-1.1278e-06;0
4.8318e+09;-1.12687e-06;0
4.83195e+09;-1.12596e-06;0
4.8321e+09;-1.12504e-06;0
4.83225e+09;-1.12414e-06;0
4.8324e+09;-1.12324e-06;0
4.83255e+09;-1.12234e-06;0
4.8327e+09;-1.12144e-06;0
4.83285e+09;-1.12056e-06;0
4.833e+09;-1.11967e-06;0
4.83315e+09;-1.11879e-06;0
4.8333e+09;-1.11792e-06;0
4.83345e+09;-1.11705e-06;0
4.8336e+09;-1.11619e-06;0
4.83375e+09;-1.11533e-06;0
4.8339e+09;-1.11447e-06;0
4.83405e+09;-1.11362e-06;0
4.8342e+09;-1.11277e-06;0
4.83435e+09;-1.11193e-06;0
4.8345e+09;-1.11109e-06;0
4.83465e+09;-1.11026e-06;0
4.8348e+09;-1.10943e-06;0
4.83495e+09;-1.10861e-06;0
4.8351e+09;-1.10779e-06;0
4.83525e+09;-1.10698e-06;0
4.8354e+09;-1.10616e-06;0
4.83555e+09;-1.10536e-06;0
4.8357e+09;-1.10456e-06;0
4.83585e+09;-1.10376e-06;0
4.836e+09;-1.10296e-06;0
4.83615e+09;-1.10218e-06;0
4.8363e+09;-1.10139e-06;0
4.83645e+09;-1.10061e-06;0
4.8366e+09;-1.09983e-06;0
4.83675e+09;-1.09906e-06;0
4.8369e+09;-1.09829e-06;0
4.83705e+09;-1.09753e-06;0
4.8372e+09;-1.09677e-06;0
4.83735e+09;-1.09601e-06;0
4.8375e+09;-1.09526e-06;0
4.83765e+09;-1.09451e-06;0
4.8378e+09;-1.09377e-06;0
4.83795e+09;-1.09303e-06;0
4.8381e+09;-1.09229e-06;0
4.83825e+09;-1.09156e-06;0
4.8384e+09;-1.09084e-06;0
4.83855e+09;-1.09011e-06;0
4.8387e+09;-1.08939e-06;0
4.83885e+09;-1.08868e-06;0
4.839e+09;-1.08796e-06;0
4.83915e+09;-1.08726e-06;0
4.8393e+09;-1.08655e-06;0
4.83945e+09;-1.08585e-06;0
4.8396e+09;-1.08515e-06;0
4.83975e+09;-1.08446e-06;0
4.8399e+09;-1.08377e-06;0
4.84005e+09;-1.08309e-06;0
4.8402e+09;-1.08241e-06;0
4.84035e+09;-1.08173e-06;0
4.8405e+09;-1.08105e-06;0
4.84065e+09;-1.08038e-06;0
4.8408e+09;-1.07972e-06;0
4.84095e+09;-1.07905e-06;0
4.8411e+09;-1.07839e-06;0
4.84125e+09;-1.07774e-06;0
4.8414e+09;-1.07709e-06;0
4.84155e+09;-1.07644e-06;0
4.8417e+09;-1.07579e-06;0
4.84185e+09;-1.07515e-06;0
4.842e+09;-1.07451e-06;0
4.84215e+09;-1.07388e-06;0
4.8423e+09;-1.07325e-06;0
4.84245e+09;-1.07262e-06;0
4.8426e+09;-1.07199e-06;0
4.84275e+09;-1.07137e-06;0
4.8429e+09;-1.07076e-06;0
4.84305e+09;-1.07014e-06;0
4.8432e+09;-1.06953e-06;0
4.84335e+09;-1.06893e-06;0
4.8435e+09;-1.06832e-06;0
4.84365e+09;-1.06772e-06;0
4.8438e+09;-1.06713e-06;0
4.84395e+09;-1.06653e-06;0
4.8441e+09;-1.06594e-06;0
4.84425e+09;-1.06535e-06;0
4.8444e+09;-1.06477e-06;0
4.84455e+09;-1.06419e-06;0
4.8447e+09;-1.06361e-06;0
4.84485e+09;-1.06304e-06;0
4.845e+09;-1.06247e-06;0
4.84515e+09;-1.0619e-06;0
4.8453e+09;-1.06134e-06;0
4.84545e+09;-1.06078e-06;0
4.8456e+09;-1.06022e-06;0
4.84575e+09;-1.05966e-06;0
4.8459e+09;-1.05911e-06;0
4.84605e+09;-1.05856e-06;0
4.8462e+09;-1.05802e-06;0
4.84635e+09;-1.05748e-06;0
4.8465e+09;-1.05694e-06;0
4.84665e+09;-1.0564e-06;0
4.8468e+09;-1.05587e-06;0
4.84695e+09;-1.05534e-06;0
4.8471e+09;-1.05481e-06;0
4.84725e+09;-1.05429e-06;0
4.8474e+09;-1.05377e-06;0
4.84755e+09;-1.05325e-06;0
4.8477e+09;-1.05274e-06;0
4.84785e+09;-1.05222e-06;0
4.848e+09;-1.05171e-06;0
4.84815e+09;-1.05121e-06;0
4.8483e+09;-1.05071e-06;0
4.84845e+09;-1.0502e-06;0
4.8486e+09;-1.04971e-06;0
4.84875e+09;-1.04921e-06;0
4.8489e+09;-1.04872e-06;0
4.84905e+09;-1.04823e-06;0
4.8492e+09;-1.04775e-06;0
4.84935e+09;-1.04726e-06;0
4.8495e+09;-1.04678e-06;0
4.84965e+09;-1.04631e-06;0
4.8498e+09;-1.04583e-06;0
4.84995e+09;-1.04536e-06;0
4.8501e+09;-1.04489e-06;0
4.85025e+09;-1.04443e-06;0
4.8504e+09;-1.04396e-06;0
4.85055e+09;-1.0435e-06;0
4.8507e+09;-1.04304e-06;0
4.85085e+09;-1.04259e-06;0
4.851e+09;-1.04214e-06;0
4.85115e+09;-1.04169e-06;0
4.8513e+09;-1.04124e-06;0
4.85145e+09;-1.0408e-06;0
4.8516e+09;-1.04035e-06;0
4.85175e+09;-1.03991e-06;0
4.8519e+09;-1.03948e-06;0
4.85205e+09;-1.03904e-06;0
4.8522e+09;-1.03861e-06;0
4.85235e+09;-1.03818e-06;0
4.8525e+09;-1.03776e-06;0
4.85265e+09;-1.03734e-06;0
4.8528e+09;-1.03691e-06;0
4.85295e+09;-1.0365e-06;0
4.8531e+09;-1.03608e-06;0
4.85325e+09;-1.03567e-06;0
4.8534e+09;-1.03526e-06;0
4.85355e+09;-1.03485e-06;0
4.8537e+09;-1.03444e-06;0
4.85385e+09;-1.03404e-06;0
4.854e+09;-1.03364e-06;0
4.85415e+09;-1.03324e-06;0
4.8543e+09;-1.03285e-06;0
4.85445e+09;-1.03245e-06;0
4.8546e+09;-1.03206e-06;0
4.85475e+09;-1.03167e-06;0
4.8549e+09;-1.03129e-06;0
4.85505e+09;-1.03091e-06;0
4.8552e+09;-1.03052e-06;0
4.85535e+09;-1.03015e-06;0
4.8555e+09;-1.02977e-06;0
4.85565e+09;-1.0294e-06;0
4.8558e+09;-1.02902e-06;0
4.85595e+09;-1.02866e-06;0
4.8561e+09;-1.02829e-06;0
4.85625e+09;-1.02792e-06;0
4.8564e+09;-1.02756e-06;0
4.85655e+09;-1.0272e-06;0
4.8567e+09;-1.02685e-06;0
4.85685e+09;-1.02649e-06;0
4.857e+09;-1.02614e-06;0
4.85715e+09;-1.02579e-06;0
4.8573e+09;-1.02544e-06;0
4.85745e+09;-1.02509e-06;0
4.8576e+09;-1.02475e-06;0
4.85775e+09;-1.02441e-06;0
4.8579e+09;-1.02407e-06;0
4.85805e+09;-1.02373e-06;0
4.8582e+09;-1.0234e-06;0
4.85835e+09;-1.02307e-06;0
4.8585e+09;-1.02274e-06;0
4.85865e+09;-1.02241e-06;0
4.8588e+09;-1.02208e-06;0
4.85895e+09;-1.02176e-06;0
4.8591e+09;-1.02144e-06;0
4.85925e+09;-1.02112e-06;0
4.8594e+09;-1.0208e-06;0
4.85955e+09;-1.02049e-06;0
4.8597e+09;-1.02017e-06;0
4.85985e+09;-1.01986e-06;0
4.86e+09;-1.01956e-06;0
4.86015e+09;-1.01925e-06;0
4.8603e+09;-1.01894e-06;0
4.86045e+09;-1.01864e-06;0
4.8606e+09;-1.01834e-06;0
4.86075e+09;-1.01804e-06;0
4.8609e+09;-1.01775e-06;0
4.86105e+09;-1.01745e-06;0
4.8612e+09;-1.01716e-06;0
4.86135e+09;-1.01687e-06;0
4.8615e+09;-1.01659e-06;0
4.86165e+09;-1.0163e-06;0
4.8618e+09;-1.01602e-06;0
4.86195e+09;-1.01574e-06;0
4.8621e+09;-1.01546e-06;0
4.86225e+09;-1.01518e-06;0
4.8624e+09;-1.0149e-06;0
4.86255e+09;-1.01463e-06;0
4.8627e+09;-1.01436e-06;0
4.86285e+09;-1.01409e-06;0
4.863e+09;-1.01382e-06;0
4.86315e+09;-1.01356e-06;0
4.8633e+09;-1.01329e-06;0
4.86345e+09;-1.01303e-06;0
4.8636e+09;-1.01277e-06;0
4.86375e+09;-1.01251e-06;0
4.8639e+09;-1.01226e-06;0
4.86405e+09;-1.012e-06;0
4.8642e+09;-1.01175e-06;0
4.86435e+09;-1.0115e-06;0
4.8645e+09;-1.01125e-06;0
4.86465e+09;-1.01101e-06;0
4.8648e+09;-1.01076e-06;0
4.86495e+09;-1.01052e-06;0
4.8651e+09;-1.01028e-06;0
4.86525e+09;-1.01004e-06;0
4.8654e+09;-1.0098e-06;0
4.86555e+09;-1.00957e-06;0
4.8657e+09;-1.00934e-06;0
4.86585e+09;-1.0091e-06;0
4.866e+09;-1.00887e-06;0
4.86615e+09;-1.00865e-06;0
4.8663e+09;-1.00842e-06;0
4.86645e+09;-1.0082e-06;0
4.8666e+09;-1.00797e-06;0
4.86675e+09;-1.00775e-06;0
4.8669e+09;-1.00754e-06;0
4.86705e+09;-1.00732e-06;0
4.8672e+09;-1.0071e-06;0
4.86735e+09;-1.00689e-06;0
4.8675e+09;-1.00668e-06;0
4.86765e+09;-1.00647e-06;0
4.8678e+09;-1.00626e-06;0
4.86795e+09;-1.00606e-06;0
4.8681e+09;-1.00585e-06;0
4.86825e+09;-1.00565e-06;0
4.8684e+09;-1.00545e-06;0
4.86855e+09;-1.00525e-06;0
4.8687e+09;-1.00505e-06;0
4.86885e+09;-1.00485e-06;0
4.869e+09;-1.00466e-06;0
4.86915e+09;-1.00447e-06;0
4.8693e+09;-1.00428e-06;0
4.86945e+09;-1.00409e-06;0
4.8696e+09;-1.0039e-06;0
4.86975e+09;-1.00371e-06;0
4.8699e+09;-1.00353e-06;0
4.87005e+09;-1.00335e-06;0
4.8702e+09;-1.00317e-06;0
4.87035e+09;-1.00299e-06;0
4.8705e+09;-1.00281e-06;0
4.87065e+09;-1.00264e-06;0
4.8708e+09;-1.00246e-06;0
4.87095e+09;-1.00229e-06;0
4.8711e+09;-1.00212e-06;0
4.87125e+09;-1.00195e-06;0
4.8714e+09;-1.00178e-06;0
4.87155e+09;-1.00162e-06;0
4.8717e+09;-1.00145e-06;0
4.87185e+09;-1.00129e-06;0
4.872e+09;-1.00113e-06;0
4.87215e+09;-1.00097e-06;0
4.8723e+09;-1.00081e-06;0
4.87245e+09;-1.00065e-06;0
4.8726e+09;-1.0005e-06;0
4.87275e+09;-1.00035e-06;0
4.8729e+09;-1.00019e-06;0
4.87305e+09;-1.00004e-06;0
4.8732e+09;-9.99896e-07;0
4.87335e+09;-9.99749e-07;0
4.8735e+09;-9.99604e-07;0
4.87365e+09;-9.9946e-07;0
4.8738e+09;-9.99318e-07;0
4.87395e+09;-9.99177e-07;0
4.8741e+09;-9.99038e-07;0
4.87425e+09;-9.989e-07;0
4.8744e+09;-9.98764e-07;0
4.87455e+09;-9.98629e-07;0
4.8747e+09;-9.98496e-07;0
4.87485e+09;-9.98364e-07;0
4.875e+09;-9.98234e-07;0
4.87515e+09;-9.98105e-07;0
4.8753e+09;-9.97978e-07;0
4.87545e+09;-9.97852e-07;0
4.8756e+09;-9.97728e-07;0
4.87575e+09;-9.97605e-07;0
4.8759e+09;-9.97483e-07;0
4.87605e+09;-9.97363e-07;0
4.8762e+09;-9.97245e-07;0
4.87635e+09;-9.97128e-07;0
4.8765e+09;-9.97012e-07;0
4.87665e+09;-9.96898e-07;0
4.8768e+09;-9.96786e-07;0
4.87695e+09;-9.96674e-07;0
4.8771e+09;-9.96565e-07;0
4.87725e+09;-9.96456e-07;0
4.8774e+09;-9.96349e-07;0
4.87755e+09;-9.96244e-07;0
4.8777e+09;-9.9614e-07;0
4.87785e+09;-9.96037e-07;0
4.878e+09;-9.95936e-07;0
4.87815e+09;-9.95836e-07;0
4.8783e+09;-9.95737e-07;0
4.87845e+09;-9.9564e-07;0
4.8786e+09;-9.95544e-07;0
4.87875e+09;-9.9545e-07;0
4.8789e+09;-9.95357e-07;0
4.87905e+09;-9.95266e-07;0
4.8792e+09;-9.95175e-07;0
4.87935e+09;-9.95086e-07;0
4.8795e+09;-9.94999e-07;0
4.87965e+09;-9.94913e-07;0
4.8798e+09;-9.94828e-07;0
4.87995e+09;-9.94744e-07;0
4.8801e+09;-9.94662e-07;0
4.88025e+09;-9.94582e-07;0
4.8804e+09;-9.94502e-07;0
4.88055e+09;-9.94424e-07;0
4.8807e+09;-9.94347e-07;0
4.88085e+09;-9.94272e-07;0
4.881e+09;-9.94198e-07;0
4.88115e+09;-9.94125e-07;0
4.8813e+09;-9.94053e-07;0
4.88145e+09;-9.93983e-07;0
4.8816e+09;-9.93914e-07;0
4.88175e+09;-9.93847e-07;0
4.8819e+09;-9.9378e-07;0
4.88205e+09;-9.93715e-07;0
4.8822e+09;-9.93652e-07;0
4.88235e+09;-9.93589e-07;0
4.8825e+09;-9.93528e-07;0
4.88265e+09;-9.93468e-07;0
4.8828e+09;-9.9341e-07;0
4.88295e+09;-9.93352e-07;0
4.8831e+09;-9.93296e-07;0
4.88325e+09;-9.93241e-07;0
4.8834e+09;-9.93188e-07;0
4.88355e+09;-9.93136e-07;0
4.8837e+09;-9.93085e-07;0
4.88385e+09;-9.93035e-07;0
4.884e+09;-9.92986e-07;0
4.88415e+09;-9.92939e-07;0
4.8843e+09;-9.92893e-07;0
4.88445e+09;-9.92848e-07;0
4.8846e+09;-9.92804e-07;0
4.88475e+09;-9.92762e-07;0
4.8849e+09;-9.92721e-07;0
4.88505e+09;-9.92681e-07;0
4.8852e+09;-9.92642e-07;0
4.88535e+09;-9.92605e-07;0
4.8855e+09;-9.92568e-07;0
4.88565e+09;-9.92533e-07;0
4.8858e+09;-9.92499e-07;0
4.88595e+09;-9.92467e-07;0
4.8861e+09;-9.92435e-07;0
4.88625e+09;-9.92405e-07;0
4.8864e+09;-9.92376e-07;0
4.88655e+09;-9.92348e-07;0
4.8867e+09;-9.92321e-07;0
4.88685e+09;-9.92295e-07;0
4.887e+09;-9.92271e-07;0
4.88715e+09;-9.92248e-07;0
4.8873e+09;-9.92226e-07;0
4.88745e+09;-9.92205e-07;0
4.8876e+09;-9.92185e-07;0
4.88775e+09;-9.92166e-07;0
4.8879e+09;-9.92149e-07;0
4.88805e+09;-9.92133e-07;0
4.8882e+09;-9.92117e-07;0
4.88835e+09;-9.92103e-07;0
4.8885e+09;-9.92091e-07;0
4.88865e+09;-9.92079e-07;0
4.8888e+09;-9.92068e-07;0
4.88895e+09;-9.92059e-07;0
4.8891e+09;-9.9205e-07;0
4.88925e+09;-9.92043e-07;0
4.8894e+09;-9.92037e-07;0
4.88955e+09;-9.92032e-07;0
4.8897e+09;-9.92028e-07;0
4.88985e+09;-9.92026e-07;0
4.89e+09;-9.92024e-07;0
4.89015e+09;-9.92024e-07;0
4.8903e+09;-9.92024e-07;0
4.89045e+09;-9.92026e-07;0
4.8906e+09;-9.92029e-07;0
4.89075e+09;-9.92033e-07;0
4.8909e+09;-9.92038e-07;0
4.89105e+09;-9.92044e-07;0
4.8912e+09;-9.92051e-07;0
4.89135e+09;-9.92059e-07;0
4.8915e+09;-9.92069e-07;0
4.89165e+09;-9.92079e-07;0
4.8918e+09;-9.92091e-07;0
4.89195e+09;-9.92103e-07;0
4.8921e+09;-9.92117e-07;0
4.89225e+09;-9.92131e-07;0
4.8924e+09;-9.92147e-07;0
4.89255e+09;-9.92164e-07;0
4.8927e+09;-9.92182e-07;0
4.89285e+09;-9.92201e-07;0
4.893e+09;-9.92221e-07;0
4.89315e+09;-9.92242e-07;0
4.8933e+09;-9.92264e-07;0
4.89345e+09;-9.92287e-07;0
4.8936e+09;-9.92312e-07;0
4.89375e+09;-9.92337e-07;0
4.8939e+09;-9.92363e-07;0
4.89405e+09;-9.9239e-07;0
4.8942e+09;-9.92419e-07;0
4.89435e+09;-9.92448e-07;0
4.8945e+09;-9.92479e-07;0
4.89465e+09;-9.9251e-07;0
4.8948e+09;-9.92542e-07;0
4.89495e+09;-9.92576e-07;0
4.8951e+09;-9.9261e-07;0
4.89525e+09;-9.92646e-07;0
4.8954e+09;-9.92682e-07;0
4.89555e+09;-9.9272e-07;0
4.8957e+09;-9.92759e-07;0
4.89585e+09;-9.92798e-07;0
4.896e+09;-9.92839e-07;0
4.89615e+09;-9.9288e-07;0
4.8963e+09;-9.92923e-07;0
4.89645e+09;-9.92966e-07;0
4.8966e+09;-9.93011e-07;0
4.89675e+09;-9.93056e-07;0
